Year,Sqft,Bedrooms,Bathrooms,Floors,Price
2001,2890,4,2.5,2,550000
2006,3100,5,3,2,539950
1990,2790,3,2.5,2,535000
1986,2010,3,2.25,2,530000
1946,1740,4,1.5,1.5,515000
1925,1060,4,1,1,510000
1958,1960,3,1.5,1,500000
1948,1630,3,1,1.5,474900
2004,1370,3,3.25,3,469000
1921,1120,2,1,1,469000
2007,1480,2,2.5,2,468000
1975,1650,3,2.25,1,460000
1950,880,2,1,1,454000
1941,2090,4,2.75,1.5,449000
1957,2280,4,2,1,446000
1974,1530,4,2.5,1,446000
1935,1540,4,2,1.5,442500
1969,1740,3,2.25,1,425000
1917,1160,3,1,1,417500
1949,1480,2,1,1,410000
1929,990,3,1,1.5,402500
1969,1020,3,1,1,399950
1975,2020,4,1.75,1,390000
1990,1840,3,2,1,380000
1983,1200,1,1.5,1.5,380000
1967,1820,3,1.75,1,377000
1928,1440,3,1,1.5,370000
1961,3300,3,2.5,1,360500
1976,2160,4,1.75,1,355000
1952,840,2,1,1,355000
1953,1470,3,1,1,352500
1941,1020,3,1,1,350000
1949,1350,2,1,1,345000
2007,1250,3,2.25,3,344000
1990,2420,3,2.5,2,339900
1992,1590,3,2.5,2,338000
1951,1050,3,1,1,333000
1943,1850,3,1.75,2,330000
1911,970,2,1,1,313300
1907,1170,2,1,1,312000
1941,1180,2,1.75,1,311000
1942,1120,3,1,1,311000
1977,1650,3,1.75,1,305000
1949,860,2,1,1,305000
1976,2270,4,2.25,1,304999
1966,2030,3,2,1,295450
1955,960,3,1,1,290000
1944,1550,3,1.75,1.5,280000
1943,1210,4,1,1.5,279000
1951,940,2,1,1,275000
1974,2140,3,1.75,1,271675
1942,1500,3,1,1,270000
1986,1320,3,1.5,2,269000
1954,1400,5,4,1,265000
1969,1170,3,1,1,255000
1940,1070,3,1.5,1,249000
1978,1450,3,1.75,1,230000
1997,1680,4,3,1,230000
1977,1200,3,1.75,1.5,213000
1938,900,2,1,1,205500
1959,1770,5,1.75,1,200000
1952,1320,3,1,1,159000
2001,4110,4,3.25,2,2300000
1950,3460,4,3.25,2,1750000
1993,2810,4,2.75,2,1570000
2008,3220,5,3.5,2,1210000
2005,2370,2,1.5,2,1060000
1955,2250,3,2,1,998800
1950,2620,4,2.5,1,968060
1988,4050,5,3.5,1,925000
1990,3190,4,2.5,2,870000
1987,2750,6,4.5,2,869900
2009,3070,4,2.5,2,860000
1920,2510,5,1.75,1.5,860000
1999,3100,4,2.75,2,792000
1975,2240,4,2.5,1,790000
1987,2690,4,2.5,2,790000
1981,2120,3,2.25,2,720000
1997,2720,4,3.5,2,709050
2013,2650,4,2.5,2,702000
2003,2800,4,2.5,2,676000
1940,1890,4,2,1.5,675000
1990,3270,4,3.5,2,650000
1903,2160,3,2.5,1.5,640000
2013,2230,3,3,2.5,635000
2013,2110,3,2.5,1,604950
1979,1580,3,2.25,1,602000
2005,1620,3,1.75,2.5,600000
1924,870,2,1.5,1,595000
1993,3370,4,2.5,1,592500
1978,1750,2,1.5,1.5,575000
1990,2060,3,2.5,2,533000
1957,1520,3,1.75,1,525000
1995,2210,3,2.5,2,509950
2012,2620,4,2.75,2,499990
1973,3010,4,2.75,1,482000
1989,2120,4,2.5,2,475000
1943,1720,3,1.75,1,465000
1991,1590,3,2.5,2,454000
1950,1340,2,1,1,452000
1920,1250,2,1.75,1,450000
1944,1250,3,1.75,1,443725
1958,2050,3,1.5,1,442000
1979,2000,3,1.75,2,440000
1985,2780,4,2.25,2,439950
1991,1700,3,2,1,429000
1957,2520,3,1.75,1,429000
1985,1580,3,1.75,1,428000
1952,1130,3,1,1,426000
1987,1890,3,2.25,1,423500
1965,1960,5,1.75,1,415000
1939,1510,3,1.75,1,410000
2014,1509,3,2.5,3,410000
1984,1180,2,1,1,400000
1980,1740,3,2.25,2,400000
2010,2100,3,2,1,399000
1950,1820,4,2,1,385000
1949,880,2,1,1,378500
1954,1230,3,1,1,375000
1989,1520,3,2.5,2,375000
1992,2120,3,2.5,2,374950
1985,1300,3,1.75,1,369000
2001,2810,4,2.5,2,350000
2011,2382,4,2.5,2,345000
1970,1260,3,1.75,1,335500
2003,2210,4,2.5,2,335000
1965,2160,4,2.25,1,335000
1950,1480,2,1,1,331000
2008,1740,3,2.5,2,330000
1969,1050,2,1,1,325000
1999,1740,3,2.5,2,325000
1947,750,2,1,1,325000
1993,2050,4,2.5,2,320000
2007,1460,2,2.25,2,309950
1999,1520,2,2,3,307300
1994,1646,3,2.25,2,305000
2003,2100,4,2.5,2,303000
1967,1310,3,1.75,1,300000
1944,1640,4,2,1,299999
1990,1850,4,2.5,2,295000
2008,2250,4,2.5,2,292500
1964,1780,3,2,1,280000
1936,1894,2,1.75,1.5,280000
1981,1260,3,2,2,277500
1962,1600,5,1,1,260000
1977,960,2,1,1,255000
1973,1910,4,2,1,253000
1932,950,2,1,1,250000
1920,750,2,1,1,250000
1954,1280,3,1,1.5,240000
1979,2000,3,1.75,1,237000
1970,1320,3,1.75,1,207500
1960,940,3,1,1,205000
1958,1670,3,2,1,180000
1916,1470,3,1.5,2,169000
1996,3080,3,3.5,2,2160000
2006,6550,4,5.5,1,1500000
2006,5220,4,3.5,2,1480000
1999,4190,3,2.5,2,1150000
1984,3110,4,2.5,2,960000
1980,3490,2,1.75,1,952000
2008,3680,4,3,2,935000
1915,2010,3,2,1,875000
1924,2060,3,2.5,2,840000
2008,3470,3,3.5,3,834800
1912,3370,3,2.5,2,830000
1952,1290,3,1.5,1,781000
1981,3220,3,2.5,2,768000
1988,3190,4,2.5,2,765000
2003,4660,4,2.5,2,760000
2014,2110,3,2.5,2,747450
1964,2060,3,1.75,1,746300
1956,2260,4,2.75,1,738950
1966,3040,4,2.75,2,735000
2005,3070,4,2.5,2,731000
1963,1650,3,1.75,1,710000
1990,2650,4,2.5,2,695000
2009,3490,3,2.5,1.5,692000
1942,1010,3,2,1,675000
1929,1440,4,1.75,1.5,656000
1989,2220,4,2.25,2,652500
2004,3060,3,2.5,2,650000
1908,2130,3,2,2,645000
1915,1960,3,1.5,1.5,640000
1944,1040,3,1.75,1,619790
1927,1990,3,2,1.5,619000
1951,1900,3,1.75,1,615000
1977,1920,3,1.75,1,605000
2004,1590,3,2.5,2.5,580000
2008,1740,3,2.5,3,580000
1925,1540,3,1.75,1,565000
1955,1910,5,1.75,1,565000
1978,2930,4,2.75,1,560000
1974,2760,4,3,1,550000
2014,2360,4,2.75,1,535000
1990,1360,3,2,2,532170
2006,1510,3,3.25,3,530000
1940,2470,4,2.75,1,525000
2002,2840,4,2.5,2,525000
1951,1240,3,1,1,525000
1967,1890,4,2.25,1,521000
1929,2340,3,2.25,1,510000
1953,820,2,1,1,508000
1968,2250,4,2.25,2,497000
1995,1780,3,2.5,2,495000
1931,1200,3,2,1,483500
1972,1770,4,2.25,1,480000
2001,2590,4,2.5,2,479000
1952,1750,3,1.5,1,475000
2003,1710,3,3.25,2,470000
2014,2010,3,2.5,2,462608
1963,1420,3,1.75,1,461000
1979,2650,5,2.5,1,459000
1985,1610,3,2.25,2,449950
1978,2800,4,1.75,1,440000
1961,1430,3,1.75,1,440000
1978,2360,3,2.25,1,431000
1948,1240,3,1,1,425000
2008,1300,3,2.5,2,417000
1914,1350,3,1,1.5,400000
2014,2620,4,2.5,2,399963
1987,2130,3,2,1,397500
2005,1790,4,2.5,2,397000
2003,3000,4,2.5,2,397000
1950,1960,2,2,1,395000
1981,1320,3,2,2,393000
1998,1600,3,3.25,3,392500
1982,1850,3,2.5,1,374000
1990,2670,5,3,1,370000
1994,1910,4,2.5,2,369950
1963,1570,3,1,1,367500
1985,960,2,1,1,365000
1981,2200,3,2.25,2,360000
1939,930,2,1,1,358000
2003,2390,4,2.5,2,355000
1967,2010,3,1,1,350000
1960,800,2,1,1,350000
1937,880,2,1,1,330000
2009,1490,2,2,2,327000
1947,1780,3,1,2,320000
1924,780,2,1,1,319000
1971,1270,3,0.75,1,316000
2008,1160,2,1.75,2,310000
1955,2360,4,2,1,300000
1943,2320,4,2,1,299000
1953,1370,4,1.5,1,296000
1925,1410,3,1,1.5,294350
1979,1250,4,1.75,1,293550
2001,2220,4,2.5,2,291375
1990,1520,3,1.5,1,279950
1962,2170,5,1.75,1,278000
1993,1580,3,2.5,2,267000
1994,1680,3,2.5,2,262000
1980,1340,3,1.75,1,260000
1911,1580,3,1.75,1,260000
1979,1560,4,2.75,1,259900
1945,1260,2,1,2,255000
1976,1580,3,1.5,1,249000
1987,1390,3,2,1,245000
1980,1480,3,1.75,1,245000
1978,1340,3,1,1,240000
1966,2230,3,1,1,235000
1951,1170,2,1,1,225000
1968,1120,3,1.5,1,205000
1975,1300,3,1,1,195000
1994,1430,3,1.75,2,185000
1954,1210,3,2,1,173250
1978,1250,3,1.5,1,165000
1917,1120,3,1,1,165000
1975,3860,4,3.25,1,2140000
1988,3060,3,2.25,2,1760000
1985,2910,2,2.5,2,1300000
1968,4070,4,2.25,2,993500
1924,3330,4,3.25,2,911100
1977,3500,4,3,2,895000
1977,2900,5,3,1,865000
1997,3730,4,2.5,2,840000
1974,2320,4,2.5,1,824000
1956,2860,3,2.25,1,805000
1950,2130,2,2.25,1,779000
1989,1980,3,2.5,2,775000
1995,2730,3,2.5,2,770000
1986,2160,3,2.5,2,756000
1983,4870,5,2.5,2,722500
1984,2110,3,2.25,1,716125
1987,2780,4,2.5,2,715000
2007,4000,4,4,2,688000
1994,1820,3,2,2,661000
1952,1960,3,1.75,1,655000
2003,2490,3,2.5,2,634000
1968,2210,2,2.25,1,614306
1987,2060,3,2.5,2,610000
1974,2320,3,2.5,1.5,600000
2008,1740,3,2.5,3,568000
1981,1640,3,2,1,525000
1918,3000,11,3,2,520000
1985,2120,4,3,1.5,518500
2013,2790,4,2.75,2,505657
2002,1500,3,2,2,505000
1975,2120,4,2.5,1,490000
2008,1280,3,2.25,2,490000
1940,1680,3,1,1,489900
2005,1470,2,2.5,2,487000
1904,1960,2,1.75,1,478000
1983,1930,3,1.5,1,475000
1977,2350,3,2.25,1,462500
1946,1830,2,2.5,1,460000
1922,1880,3,1.75,1,452000
2003,1639,3,2.5,2,450000
1966,2150,3,1.75,1,450000
1987,1510,2,2.25,2,442500
1983,1280,2,1,1,440000
2010,1840,4,2.5,2,429000
1950,1600,4,2.5,1,427000
2014,1690,3,2.5,2,419990
1949,2020,3,1,1,415000
1952,1660,3,1,1,412000
1939,910,2,1,1,412000
2014,2530,4,3.5,2,382000
2011,2680,4,2.5,2,379950
1943,1810,2,1,1.5,375000
1958,1830,3,1.75,1,373000
1988,1650,3,2.25,2,370000
1965,2120,4,2.25,2,369160
1980,1960,4,2,1,367500
1939,1240,2,1,1,359950
1992,1920,3,2,1,352500
1955,1360,3,1.5,1,352500
1972,2740,4,1.75,1,350000
2014,1800,4,2.25,2,338800
1999,1500,3,3.5,3,337900
1931,1950,4,1.75,1.5,335000
1977,1300,3,1,1,326188
1985,1140,3,1.5,1,319900
1982,2070,3,2,1,310000
1994,1490,3,2,1,305000
1958,1470,3,1.75,1,299900
1969,2540,3,2.25,1,299000
1991,1860,4,2.5,2,291000
1987,2070,3,2.5,2,289950
1965,2360,4,2.5,1,285000
1963,2180,5,1.75,1,275000
1957,1995,3,1.75,2,271500
1962,1820,3,1.5,1,264000
1942,750,2,1,1,263500
1940,1480,3,1,1.5,260000
2011,1260,3,1.75,2,255000
1989,1490,3,2,1,245000
1958,1470,3,1,1,238000
1968,1200,3,2,1,222000
1948,1400,3,1.75,2,210000
1980,1440,2,1,1,203000
1946,930,2,1,1,190000
1911,1230,2,1,1,184900
1945,840,3,1,1,180000
1978,930,2,1,1,178500
2004,5990,4,3.5,2,1530000
2007,6880,5,6,2,1490000
1907,3780,4,2.25,2,1400000
2000,2930,3,2.25,2,1390000
1988,4310,3,3.5,2,1200000
1998,3710,3,3.25,2,935000
1959,2120,3,1.75,1,892500
1982,3410,4,2.75,2,870000
1913,1990,5,2.75,1.5,852000
2014,3660,4,2.75,2,839990
2014,3010,5,2.75,2,831548
1998,2040,3,2.5,2,812000
1975,3847,5,2.75,1,810000
1921,2880,5,2,2,780000
2009,3140,4,3.25,2,760000
1987,2420,3,2.5,2,752888
1905,1890,2,2.25,2,750000
1915,2230,3,2,1.5,736500
1924,1930,4,1.75,1.5,733000
1999,2760,4,2.5,2,686000
1990,2730,3,2.25,2,678000
1956,2020,3,1.75,1,677500
1964,1750,2,1.5,2,661000
1982,2320,4,2.5,2,640000
1978,2690,4,3.25,2,635000
1919,1100,2,1,1,625000
1997,3190,4,2.5,2,625000
1950,2240,3,1.75,1,625000
2014,3240,5,3.5,2,612995
1980,2100,4,2.5,1,610000
1981,4930,3,2.5,2,600000
1967,2370,4,2.5,1,600000
1999,2600,4,2.5,2,600000
1965,1550,2,1.75,1,600000
1989,2640,4,2.5,2,599000
1972,1930,4,1.75,1,588000
1960,2560,5,2,1,585000
1975,1930,3,1.75,1,583000
1976,2730,3,2,2.5,565000
2003,1650,3,2.5,2,500000
1949,1540,2,2,1,495000
1974,2230,3,2.25,1,491500
1911,2590,4,1,1.5,470000
1943,1250,2,1,2,463000
1940,1320,3,2,1,462600
2006,910,2,1.5,2,455000
1959,2040,3,1.75,1,452500
1977,2070,4,2.5,1,449950
1998,1810,3,2.5,3,449000
2004,2790,4,2.5,2,445000
2003,1430,3,2.5,3,443600
2007,1210,2,1.5,3,437500
1972,1600,4,2,1,436000
1991,3310,4,3.25,2,429900
2006,2270,4,2.5,2,425000
1982,2080,3,2,2,424240
1985,1470,2,2.5,2,419000
1928,1000,3,1,1,412000
1922,1250,2,1.75,1,400000
2001,2090,3,3,1,400000
2003,3200,4,2.5,2,399950
1954,1740,3,1.75,1,395000
1988,1370,3,2.5,1,394000
1975,2110,3,2.25,2,385000
1954,1380,3,1,1,380000
1941,1240,3,1.5,1,375000
1955,2070,4,2,1,375000
2000,1110,2,1.5,3,371000
1949,1770,4,2,1,355000
1976,1780,3,1.75,1,354950
1952,1200,3,1,1,345000
1963,1910,4,2,1,335000
1950,890,3,1,1,328000
1984,900,2,1,1,325000
1946,1220,1,1,1,325000
1998,2641,4,2.5,2,324950
1975,1010,3,1,1,315000
2000,1590,3,2.5,2,310000
1986,2010,4,2.5,2,299500
1955,2110,3,2,1.5,285000
1989,1940,3,2.25,2,283748
2007,1260,3,2.25,2,282000
1942,1280,3,1,1.5,279900
1978,2060,4,2.75,1,275000
1996,1660,3,2.25,2,269950
1958,1610,4,1,1,269000
1942,940,3,1,1,267000
1993,1320,3,2,1,265000
1991,1640,3,2.5,2,265000
1994,1990,4,2.5,2,264950
1991,1570,3,2.25,1,252000
1984,1960,3,2.25,1,250000
1975,1640,3,1,2,250000
1954,1130,2,1,1,239000
1941,1010,2,1,1,235000
1968,970,3,1,1,226000
1977,1440,3,1.5,1,224000
1952,1660,4,1.75,1,220000
1989,1800,3,2,1,205000
1913,770,2,1,1,203700
1938,930,2,1,1,200000
1923,820,2,1,1,185000
1983,1660,3,2.5,2,165000
1933,2860,4,2.25,2,1300000
1994,2650,4,2.5,2,728000
1989,2190,4,3,1,625000
1957,1670,3,1.75,1,620000
2004,2330,3,3,2,453000
2014,2245,4,2.5,2,362865
1992,1340,2,2,1,230000
1966,1760,3,1.75,1,410000
1975,1820,4,2.5,1,325000
1996,3920,3,3,2,3100000
1946,3570,3,2,1,2200000
2012,4920,4,4,2,1410000
1968,2410,5,2.75,2,1320000
2006,4320,4,4,2,1050000
2008,3320,4,3.25,3,1000000
1912,3350,5,3,2,1000000
1956,3120,4,1.5,1,976000
1997,3780,4,2.5,2,962800
2001,3140,3,2.5,2,915000
1966,2180,3,2.25,1,910000
1952,2850,3,2.5,1,900000
1931,2520,3,2,1,861000
1911,3150,5,3.5,2,850000
2004,4010,4,2.75,2,849000
1979,2120,4,2.5,1,828000
2008,3170,4,2.5,3,820000
1952,2840,4,2.5,1,814000
1943,2510,2,2.5,2,811000
1925,2220,4,1.5,1.5,785000
1946,1640,3,1.75,1.5,775000
1974,2360,4,2.25,2,752500
2003,3280,4,2.75,2,734500
2001,3150,4,3,2,727000
1949,2430,3,1.75,1,710000
1977,2630,4,2.5,1,710000
2002,2260,3,3,2,660000
2002,2560,3,2.5,2,619000
1945,2140,4,2,2,615750
1913,1390,2,1,1,608000
1979,2960,3,2.5,2,605000
1985,2030,4,2.5,1,598000
1927,2120,4,2,1.5,597000
1968,3930,5,2,1.5,589000
1912,1670,3,1.5,1.5,585000
2008,1460,4,3.5,3,580000
1930,1350,4,1,1.5,571000
1909,1830,3,2,1.5,554000
1925,1380,3,1.75,1,535000
1959,2120,5,1.75,1,534000
1980,2690,4,2.5,2,530000
1992,2480,3,2.5,2,530000
1949,1720,4,2,1,525000
1929,1750,3,1.75,1.5,524950
1950,1600,2,2,1,523500
1972,1920,3,2.25,1,515000
2007,1500,3,2.25,3,513000
2003,2270,3,2.5,2,507250
1900,960,2,1,1,500000
1984,1960,4,2.25,2,500000
2014,1320,2,2.5,2,499000
2006,2100,3,2.5,2,477000
1955,1740,3,1.5,1,472000
2004,2190,4,2.75,2,465000
1980,1440,3,1.75,1,460000
2003,1170,2,1.5,3,459500
1964,1430,3,2,1,453000
1955,1620,4,1.5,1.5,451000
1957,1360,3,1.75,1,450000
1961,2300,4,2.5,1,440000
1906,1210,2,1.75,1,439950
1912,1490,3,2,1,438500
1983,1570,3,2.25,1,425000
1947,1580,3,1.75,1.5,402000
1993,2650,4,2.5,2,397450
1945,1090,3,1,1,392000
1947,1120,2,1,1,380000
1929,950,1,1,1.5,377000
1976,1330,3,1.5,1,374000
1930,2130,4,3,1.5,370000
1958,2120,3,2.75,1,370000
2011,2313,3,2.5,2,370000
1979,1800,4,2.5,1,365000
1974,3730,4,1.75,1,360000
1945,1180,2,2,1,360000
1955,1150,3,1,1,358000
1957,2060,4,2,1,350000
2005,2000,4,2.5,2,349950
1991,2140,3,2.5,2,349950
1969,1260,3,1.75,1,349500
1999,2370,4,2.5,2,338000
1933,2440,3,2,1,338000
2001,2370,4,2.5,2,335000
1983,2430,4,2.25,2,330000
1991,2510,4,2.5,2,330000
1942,1130,3,1,1.5,316000
2006,2280,4,2.5,2,305000
2005,1750,3,2.5,2,300000
1948,860,2,1,1,298800
1925,1500,3,1.75,1,295000
1968,1500,3,2.25,1,290000
1965,1310,3,1.5,1,290000
2008,1020,2,1.5,3,290000
1988,2200,3,2.25,2,285167
1946,1930,4,1.5,1,270000
1980,1480,3,1.75,1,268000
1919,800,1,1,1,267000
1948,1540,4,2,1.5,259950
1961,2600,4,2.5,1.5,252500
1950,1800,3,1.5,1,237000
1971,1380,3,1.5,1,235500
1930,1210,3,1,1,235000
1988,1900,3,1.75,2,229950
1979,1750,3,2.5,1,225000
1968,1220,3,1,1,213500
1968,1000,3,1,1,204000
1956,1190,3,1.5,1,195000
1970,1630,3,1.5,1,165000
1948,480,1,0.75,1,145000
2007,4810,4,4,2,3200000
1968,3050,3,2.75,1,2000000
1959,3600,4,3,2,1700000
2005,3820,4,3.25,2,1620000
2007,3880,4,3.75,2.5,1060000
1996,3560,4,3,3,1050000
2004,4130,5,4.5,2,998000
2006,3140,4,2.75,2,920000
1951,2040,3,2.5,1,872500
1999,3370,4,2.5,2,806000
1992,3160,4,2.5,2,805000
1922,2130,4,2,1,800000
1977,2580,4,2.25,2,787888
1957,2320,3,1.75,1,779000
2005,3150,4,2.5,2,762500
1991,2730,4,2.5,2,756000
1922,1960,4,2,1,745000
1959,3140,6,2.25,1,740000
1989,2960,3,3.25,2,735000
2001,3490,4,3.5,2,728000
1926,2880,3,2,1.5,660000
1960,2530,5,2.5,1,657000
2002,2790,3,2.5,2,650000
2008,3080,4,3.5,2,637000
1945,1360,3,1,1,630000
1927,1940,3,2,1,627000
1993,3470,4,2.75,2,598600
1984,1530,3,2,1,595000
1991,1750,3,2.5,2,575000
2012,3230,4,2.5,2,569950
2009,1940,3,2.5,2,555000
1900,2150,5,1,1.5,550000
2013,2470,4,2.5,2,550000
1915,1560,3,2,1,549000
1954,2040,3,2,1,535000
1986,2340,3,2.5,1,525000
2004,2900,4,2.5,2,520000
1905,2320,4,2.5,1.5,518000
2003,2890,4,2.5,2,515000
2015,1570,2,2.25,2,500000
1972,2350,4,2.25,1.5,500000
1998,2040,4,2.5,2,500000
2004,1810,2,1.75,2,489000
1918,1030,2,1,1,480000
1908,2520,4,2.25,2,480000
1975,2080,5,2.5,1,474950
1979,2150,4,2.75,1,470000
1924,1560,4,2,1,459000
1914,910,2,1,1,450000
1912,1300,3,1.75,2,448500
2004,2180,3,2.75,2,445000
1922,1780,4,1,1.5,440000
1973,2010,4,3,2,434000
1959,1390,2,2,1,431000
1983,1710,4,1.75,1,430000
1922,1550,3,1.5,2,430000
2011,2750,4,2.5,2,430000
1921,1430,2,1,1.5,425000
1956,1390,3,1.5,1,425000
1922,820,2,1,1,420000
2001,2480,4,2.5,2,420000
1995,2020,3,2.25,2,420000
2014,1570,3,2.5,2,417000
1941,1260,3,1.5,1,414900
1969,3490,4,2.5,1.5,414000
1952,1740,3,2,1,410000
2014,1509,3,2.5,3,401500
1960,1330,3,1.75,1,400000
1961,1730,3,1.75,1,400000
1950,1470,3,1,1,399950
1950,2240,3,3,2,399000
2000,1860,2,2.5,2,380000
1984,1010,2,1.5,2,370000
1997,2850,3,2.5,2,364988
1954,1850,4,1.75,1,352000
1924,2060,2,1.5,1,348140
2000,1600,3,3.25,2,345000
1946,2130,5,2,1,344000
1987,2520,4,2.5,2,335000
1954,1590,3,1,1,325000
1972,1820,3,2,1,320000
2007,1358,3,2.25,3,317000
1977,1870,3,1.75,1,315500
1994,2370,3,2.5,2,310000
1962,1980,5,2.25,1,307700
1990,1390,3,2,1,297950
1945,1550,3,1.75,1,294010
1972,1010,3,1,1,290000
1985,2110,3,2.5,1,289000
1993,1610,3,2.5,2,282000
1986,1760,3,2.25,1,270000
1991,1640,3,2,1,269500
2014,1700,3,2.5,2,268000
1954,1420,3,1.75,1,265000
1977,2300,4,2.25,1,265000
1985,1630,3,1.75,1.5,265000
1951,1790,3,1,1,260000
1981,1300,3,2,1,257500
1952,1610,2,1,1,255000
1977,2180,4,2,1,254950
1943,910,2,1,1,254000
1981,1740,3,2.25,1,252000
1967,1300,3,2,1,251000
1997,1560,3,2.25,2,250000
1990,2070,3,2.5,2,250000
1966,1520,3,1.75,1,240000
1954,820,2,1,1,235000
1936,910,2,1,1,235000
1917,2150,2,1,1.5,235000
1978,880,3,1,1,230000
1942,860,2,1,1,216000
1971,1250,4,1.75,1,212000
1962,1080,3,1,1,207000
1969,1370,3,1,1,205000
1956,1130,2,0.75,1,204950
1922,600,2,1,1,174000
1922,610,1,1,1,126000
1946,4285,4,3.5,2,1650000
1926,3050,4,3,2,1480000
1990,3830,4,3.75,2,1250000
1995,4560,4,3.5,1,1200000
2007,3410,4,3,2,1090000
2014,4210,4,3.5,2,1050000
2014,3400,3,2.5,2,1050000
2000,4133,4,3.75,2,979500
2014,2830,3,2.5,3,969950
1968,3250,5,3.25,2,951000
1905,2250,3,2,2,950000
2000,3080,3,2.5,2,950000
2001,3510,4,3.5,2,935000
2008,2980,4,3.5,2,905000
1972,4350,5,3,2,900000
1908,1150,2,1,1,825000
1957,2550,3,2.5,1,808000
1999,3640,4,2.75,1.5,780000
2012,2170,2,2.5,1,765000
1917,2530,4,1.75,1.5,720000
1975,2480,4,2.25,1,716000
1977,2740,3,2.5,2,699000
2001,2680,3,2.5,2,699000
2007,1570,2,1.75,3,695000
1978,2430,3,2.25,1,690000
1991,1995,2,1.5,1.5,645000
1990,2220,3,2.5,3,641250
1969,2020,4,1.75,1,640000
1967,2260,5,2.5,1,632000
2003,2330,3,2.5,2,625000
1928,2260,3,2.5,1.5,622500
2005,2120,4,2.5,2,599000
1985,2400,3,2.5,2,592000
2002,2200,3,2.75,2,572000
2003,2280,4,2.5,2,565000
1957,2560,4,2,1,552625
2010,3090,5,3.75,2,551000
1969,2390,4,2.25,1,545000
2002,3100,5,2.5,2,540000
1945,1560,4,2,1.5,537000
1968,2710,4,2.5,1,535000
1997,2210,4,2.75,1,516000
1962,1640,3,2.25,1,515000
1972,2100,4,2,1,500000
1959,2130,3,1.75,1,495500
1983,2100,3,2.25,2,492000
1989,2550,3,2.25,1,490000
1988,2120,3,2.5,2,475226
1942,2030,5,1.75,2,470000
1977,2180,4,2,2,470000
1980,3030,4,2.5,1,465000
1959,2100,4,1.75,1,457000
1967,1890,4,3,1,450000
2003,2800,4,3,2,449950
2008,2170,4,2.5,2,445000
1974,1620,4,1.75,1,442200
1972,1120,2,1,1.5,435000
1994,1720,3,2,1,427000
1934,2330,3,2,1.5,420000
2001,1250,3,2,3,418000
1963,1220,3,1,1,405000
2001,1770,3,3.25,3,401000
2007,1350,3,2.25,2,388500
2014,2370,3,2.5,2,387865
1967,2270,4,2.5,1,380000
1927,1090,1,1,1,375000
1974,2330,4,2.25,1,375000
1970,1150,3,1.75,1.5,370000
1987,2200,3,2.5,2,365000
1979,2430,3,2.25,1.5,365000
1997,2800,4,2.5,2,365000
1994,2280,3,2.5,2,364250
1981,1850,3,3,1,355000
1958,2040,3,1.75,1,355000
1983,1360,3,1.75,1,350000
1959,1570,4,2,1,342000
1977,1540,3,1.75,1,340000
1949,1360,4,1,1.5,329950
1988,1780,3,2.5,2,309000
2000,1590,3,2.5,2,300000
1927,1300,3,1,1,300000
1978,1430,3,1.75,1,284000
1920,860,3,1,1,278000
1956,1140,3,1,1,277000
1994,2160,3,2.25,2,277000
1962,1300,3,1.75,1,275000
1947,1260,3,1.75,1,270000
2008,1140,3,2.25,2,268500
2001,1880,3,2.75,2,268000
1969,2600,5,2.25,1.5,265000
1970,1250,3,1,1,259875
1953,1240,3,1,1.5,238000
1955,880,2,1,1,235000
1987,1820,4,2.5,1,234000
1964,1260,3,1.75,1,230000
1986,1320,3,2,1,225000
1963,1410,4,1,1.5,225000
1955,1060,3,1.5,1,212000
1970,1710,4,2,1.5,211000
1963,1730,3,1,1,210000
1978,1490,3,1.75,1,203000
1945,1470,4,1,1.5,150550
2008,4330,5,3.5,1,3170000
2000,6085,5,4.5,3,1610000
1953,2720,2,2.5,1,1440000
2007,6160,6,5.25,2,1280000
1989,3850,4,3.25,2,1200000
2014,2550,3,2.5,2,1100000
1947,3900,2,2.25,1,1070000
1950,1600,2,2,1,995000
2012,4130,5,3.25,2,995000
2012,2950,4,2.5,2,921800
1910,2750,5,2.5,1.5,915000
1988,3400,4,2.5,2,915000
1960,3240,3,2.75,1,902000
1997,3530,3,2.5,2,898000
2005,4090,4,2.5,2,885000
1994,3610,4,3.75,3,830005
2008,2170,2,2.5,1,740000
1967,1780,3,2,1,710000
1972,2130,2,2.5,1,707000
2010,2380,2,2.5,1,699800
1981,3030,4,2.5,2,682000
1965,2960,5,2.5,1,654000
1953,1300,3,1,1,650000
1953,2790,3,2.5,1,640000
2013,2840,4,2.5,2,636230
1981,2000,3,2.5,1,625000
1924,1620,2,1.75,1,577000
2014,2990,4,2.75,2,564950
1901,1650,3,1.75,1.5,550000
1975,2170,4,2.25,1,546800
1956,1940,4,1.75,1,545000
1927,1410,3,1.75,1.5,541000
1967,1770,3,2,1,514000
1958,2210,3,2.25,1,507000
1998,2730,4,2,1,505000
1989,2430,4,2.5,1,490000
2014,1620,3,2.25,3,490000
1978,1870,3,1.75,2,475000
1927,1870,3,2,1.5,456000
1959,3030,4,2.75,1,455000
1967,1540,3,1.75,1,450000
1959,1570,3,1.75,1,439995
1965,1250,3,1.75,1,439000
2009,1520,3,3,3,399000
1941,1170,2,2,1,393820
1941,1270,2,1,1,390000
1962,1400,3,1.75,1,389000
1978,2760,5,2.5,2,380000
1968,2050,5,1.5,1,375000
